skills,interests,education,recommended_career
"tensorflow, gcp, kubernetes, python, docker",,associate,head of ai
"python, spark, mlops, azure, linux",,associate,ml ops engineer
"kubernetes, python, data visualization, hadoop",,phd,head of ai
"docker, linux, mathematics",,phd,computer vision engineer
"r, spark, pytorch, java, linux",,bachelor,principal data scientist
"scala, pytorch, statistics, hadoop",,bachelor,ai specialist
"mlops, sql, git, pytorch",,phd,ai software engineer
"deep learning, sql, python, java",,bachelor,data scientist
"tensorflow, nlp, git, spark",,phd,machine learning engineer
"linux, git, computer vision, mathematics",,master,deep learning engineer
"pytorch, tensorflow, azure, docker, data visualization",,bachelor,autonomous systems engineer
"aws, sql, pytorch",,phd,nlp engineer
"sql, tensorflow, mlops, git",,associate,autonomous systems engineer
"mlops, pytorch, git, tensorflow",,bachelor,robotics engineer
"java, gcp, mlops, tableau, linux",,phd,deep learning engineer
"mlops, mathematics, deep learning",,bachelor,ai product manager
"azure, java, data visualization",,bachelor,ai specialist
"tableau, gcp, mlops",,phd,computer vision engineer
"sql, linux, java, pytorch",,phd,ai architect
"hadoop, mlops, computer vision, tableau",,phd,computer vision engineer
"scala, aws, python, tensorflow",,bachelor,principal data scientist
"python, pytorch, mathematics",,associate,principal data scientist
"kubernetes, git, aws, nlp",,associate,machine learning engineer
"hadoop, spark, docker",,master,ai architect
"r, nlp, mlops, tableau, git",,phd,data analyst
"hadoop, aws, nlp, statistics",,master,deep learning engineer
"mathematics, python, spark",,associate,ai research scientist
"spark, python, mlops, nlp, tensorflow",,bachelor,autonomous systems engineer
"python, docker, git",,phd,machine learning engineer
"python, hadoop, tableau, nlp, computer vision",,associate,ai specialist
"python, pytorch, scala",,bachelor,robotics engineer
"scala, computer vision, sql",,bachelor,principal data scientist
"statistics, tensorflow, scala",,phd,data scientist
"gcp, statistics, docker",,bachelor,ai software engineer
"mathematics, hadoop, pytorch, data visualization, kubernetes",,phd,nlp engineer
"pytorch, kubernetes, nlp",,bachelor,head of ai
"computer vision, spark, nlp, azure, python",,bachelor,ai architect
"hadoop, sql, data visualization",,master,nlp engineer
"statistics, kubernetes, tensorflow, java, computer vision",,phd,ai research scientist
"nlp, spark, aws, computer vision, git",,master,research scientist
"mathematics, statistics, gcp",,associate,machine learning engineer
"python, gcp, nlp",,bachelor,ai research scientist
"java, git, r, hadoop",,phd,ai product manager
"python, linux, kubernetes",,bachelor,ai research scientist
"data visualization, python, docker, aws, pytorch",,associate,deep learning engineer
"nlp, python, computer vision, spark, docker",,bachelor,head of ai
"pytorch, aws, data visualization",,associate,machine learning engineer
"scala, python, linux",,associate,principal data scientist
"linux, nlp, sql, tensorflow, gcp",,bachelor,ai software engineer
"python, tensorflow, mathematics, statistics, azure",,associate,deep learning engineer
"gcp, linux, git, aws, statistics",,master,autonomous systems engineer
"r, statistics, data visualization, gcp",,phd,nlp engineer
"aws, sql, linux, tableau, kubernetes",,bachelor,ai architect
"mlops, sql, kubernetes, r, azure",,master,ai research scientist
"nlp, git, scala, linux",,master,data analyst
"pytorch, nlp, hadoop, git, computer vision",,phd,ai product manager
"r, linux, tableau, statistics",,bachelor,head of ai
"aws, python, hadoop, tableau",,master,ai software engineer
"mlops, r, java",,master,principal data scientist
"python, java, mathematics, tensorflow",,bachelor,data engineer
"python, kubernetes, aws, git, tableau",,associate,head of ai
"python, docker, aws",,phd,principal data scientist
"tensorflow, scala, nlp, azure, computer vision",,bachelor,principal data scientist
"sql, kubernetes, tableau, computer vision, python",,master,ai architect
"linux, r, deep learning",,phd,ai consultant
"sql, scala, deep learning, git",,associate,nlp engineer
"mathematics, r, hadoop",,bachelor,ml ops engineer
"java, tensorflow, tableau, deep learning, pytorch",,associate,ai specialist
"linux, spark, nlp, gcp, mathematics",,phd,robotics engineer
"java, gcp, scala",,master,machine learning engineer
"scala, sql, gcp, hadoop",,master,robotics engineer
"kubernetes, git, tableau, r",,associate,ai software engineer
"kubernetes, java, mlops",,phd,ai software engineer
"python, data visualization, aws",,associate,machine learning researcher
"statistics, kubernetes, tableau, mathematics, nlp",,associate,ai architect
"kubernetes, azure, mathematics",,bachelor,computer vision engineer
"pytorch, java, computer vision",,master,data engineer
"git, scala, computer vision, tableau, java",,master,autonomous systems engineer
"gcp, computer vision, git, mathematics",,bachelor,machine learning researcher
"aws, sql, mlops, tableau",,associate,data analyst
"git, r, scala",,master,data analyst
"mathematics, sql, java, data visualization",,associate,research scientist
"git, linux, pytorch, spark",,master,data engineer
"statistics, gcp, aws, sql, azure",,bachelor,principal data scientist
"azure, aws, nlp",,master,deep learning engineer
"aws, spark, mlops, kubernetes",,bachelor,machine learning engineer
"statistics, git, data visualization, deep learning, python",,phd,nlp engineer
"pytorch, spark, tensorflow",,phd,ai specialist
"deep learning, r, mathematics, docker, azure",,bachelor,ai software engineer
"gcp, r, sql, data visualization, linux",,bachelor,ai research scientist
"pytorch, linux, gcp, hadoop, computer vision",,bachelor,machine learning researcher
"pytorch, kubernetes, docker, spark",,bachelor,computer vision engineer
"nlp, scala, statistics, aws",,master,head of ai
"java, data visualization, aws",,master,head of ai
"statistics, scala, hadoop",,master,data analyst
"kubernetes, r, tensorflow, python",,phd,data scientist
"data visualization, statistics, python, mlops, tableau",,associate,data scientist
"java, sql, r, spark",,phd,data analyst
"sql, linux, scala, gcp, kubernetes",,associate,head of ai
"aws, linux, tableau, azure, kubernetes",,bachelor,ai architect
"mlops, java, python, gcp, nlp",,bachelor,principal data scientist
"linux, data visualization, pytorch, deep learning",,associate,nlp engineer
"azure, data visualization, java, aws",,master,robotics engineer
"hadoop, sql, pytorch",,master,ai product manager
"tableau, data visualization, linux, docker",,master,ai specialist
"linux, kubernetes, r",,bachelor,principal data scientist
"python, git, linux, nlp",,master,ai architect
"gcp, nlp, mlops",,phd,ai consultant
"spark, mathematics, pytorch, nlp, java",,bachelor,computer vision engineer
"sql, computer vision, tableau, tensorflow, deep learning",,phd,data analyst
"hadoop, aws, git, scala, pytorch",,associate,ai architect
"gcp, java, linux",,master,machine learning researcher
"java, mathematics, tableau",,phd,ai software engineer
"git, python, linux",,master,data analyst
"tensorflow, python, deep learning, pytorch, hadoop",,phd,ai software engineer
"mlops, linux, hadoop, pytorch, computer vision",,master,principal data scientist
"nlp, mlops, pytorch",,master,data engineer
"statistics, pytorch, java, python, kubernetes",,bachelor,ml ops engineer
"docker, linux, deep learning",,master,head of ai
"tableau, java, linux, python, azure",,bachelor,ai software engineer
"tensorflow, spark, computer vision",,bachelor,ai software engineer
"hadoop, linux, pytorch",,master,autonomous systems engineer
"hadoop, git, kubernetes, python",,phd,machine learning researcher
"python, tensorflow, aws, deep learning",,bachelor,data scientist
"mlops, nlp, java, docker",,associate,data engineer
"hadoop, aws, spark",,master,computer vision engineer
"python, tensorflow, statistics",,bachelor,robotics engineer
"gcp, scala, statistics",,associate,computer vision engineer
"sql, mathematics, kubernetes, python",,bachelor,autonomous systems engineer
"python, mlops, sql, hadoop, gcp",,master,ai architect
"azure, hadoop, deep learning, scala",,master,data scientist
"spark, deep learning, computer vision, tensorflow, python",,associate,data engineer
"mlops, mathematics, tensorflow",,associate,ai consultant
"deep learning, python, hadoop, mlops",,phd,ai specialist
"mathematics, sql, azure",,associate,nlp engineer
"kubernetes, gcp, linux",,master,deep learning engineer
"sql, mathematics, mlops",,associate,ai software engineer
"git, pytorch, computer vision",,phd,data analyst
"java, tensorflow, mathematics, scala",,phd,machine learning engineer
"python, linux, azure, computer vision, deep learning",,phd,nlp engineer
"statistics, tensorflow, data visualization",,associate,ai research scientist
"linux, azure, scala, statistics",,master,ai software engineer
"mlops, gcp, pytorch, linux, hadoop",,master,ai architect
"r, data visualization, pytorch, aws",,phd,autonomous systems engineer
"mathematics, r, hadoop, mlops, deep learning",,bachelor,robotics engineer
"git, python, mathematics",,master,data analyst
"tableau, java, computer vision",,associate,ai architect
"mathematics, deep learning, nlp",,phd,machine learning researcher
"gcp, hadoop, r",,phd,principal data scientist
"hadoop, pytorch, aws",,associate,ai research scientist
"deep learning, nlp, r, sql, aws",,master,research scientist
"git, pytorch, gcp",,phd,nlp engineer
"docker, azure, tableau, hadoop",,bachelor,data scientist
"python, hadoop, gcp",,phd,nlp engineer
"kubernetes, git, linux, deep learning, gcp",,bachelor,ai architect
"tensorflow, mlops, tableau, computer vision, java",,associate,data engineer
"tableau, nlp, hadoop, r, computer vision",,master,ai specialist
"sql, tableau, pytorch, computer vision, aws",,master,ai product manager
"git, tableau, python, mlops",,associate,ai software engineer
"java, python, hadoop",,phd,ai research scientist
"computer vision, spark, nlp, kubernetes",,associate,ai software engineer
"kubernetes, nlp, data visualization, r, hadoop",,phd,nlp engineer
"aws, nlp, git, java",,bachelor,nlp engineer
"python, hadoop, spark, tensorflow, azure",,master,autonomous systems engineer
"gcp, scala, kubernetes, git",,master,data analyst
"sql, mlops, scala",,bachelor,principal data scientist
"gcp, python, mathematics, tensorflow",,master,autonomous systems engineer
"gcp, aws, sql, data visualization, nlp",,master,head of ai
"docker, nlp, hadoop, git",,master,deep learning engineer
"r, mlops, azure, gcp, linux",,bachelor,autonomous systems engineer
"tensorflow, aws, pytorch, scala",,associate,head of ai
"python, docker, tensorflow",,bachelor,head of ai
"data visualization, sql, docker, git, mathematics",,bachelor,machine learning researcher
"aws, statistics, sql",,master,computer vision engineer
"gcp, sql, computer vision, mathematics",,bachelor,data analyst
"aws, mathematics, java, kubernetes",,bachelor,head of ai
"python, aws, tensorflow, statistics",,phd,autonomous systems engineer
"aws, r, pytorch, tensorflow, deep learning",,associate,computer vision engineer
"hadoop, azure, nlp",,master,nlp engineer
"pytorch, kubernetes, docker, scala, sql",,master,autonomous systems engineer
"git, tableau, data visualization, linux",,phd,robotics engineer
"hadoop, spark, pytorch",,master,robotics engineer
"java, git, statistics, mathematics, hadoop",,master,robotics engineer
"git, python, aws",,bachelor,ai specialist
"data visualization, sql, azure, aws, python",,bachelor,ai specialist
"sql, r, azure, hadoop, kubernetes",,associate,principal data scientist
"scala, git, mathematics",,phd,autonomous systems engineer
"gcp, kubernetes, spark",,master,ai research scientist
"hadoop, r, pytorch, linux",,master,ai software engineer
"hadoop, git, docker, python",,associate,ai consultant
"computer vision, pytorch, tensorflow, azure",,associate,ai specialist
"r, git, gcp, statistics, nlp",,bachelor,head of ai
"mlops, deep learning, pytorch, aws, hadoop",,master,ai research scientist
"pytorch, scala, sql, git",,associate,research scientist
"git, data visualization, java, kubernetes, hadoop",,master,research scientist
"tableau, azure, scala, spark",,associate,ai product manager
"java, spark, computer vision, nlp",,master,deep learning engineer
"r, mathematics, statistics, scala, kubernetes",,bachelor,autonomous systems engineer
